Proposal Number,Project number,Account Name,Opportunity Name,Confidence,Stage,Probability (%),Close Date,Carnet Assignment,Date of Carnet Assignment,Durée du Projet (Nb. de semaines),Nb. Hrs. Atelier (Sans Contingence),Nb. Hrs. Élec. (Sans Contingence,Nb. Hrs. Gestion,Nb. Hrs. Logiciel (Sans Contingence),Nb. Hrs. Mec. (Sans Contingence),Nb. Hrs. Procédé (Sans Contingence),Nb. Hrs. RC (Sans Contingence),Nb. Hrs. Robot (Sans Contingence),Main Process Type,Secondary Process Type,Third Process Type,SharePoint,Type de Système(s) Proposé(s)
,C-00132,Detour Gold,DC-05 Gas HCN,75% Choosen,Closed Won,100,13/10/2015,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=C-00132&v=search"" target=""_blank"">SharePoint Reference</a>",
,C-00151,Thermoscience,DC-01 Ajout d;heures,90%  Verbal or written agreement,Closed Won,100,13/10/2015,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=C-00151&v=search"" target=""_blank"">SharePoint Reference</a>",
,R-1992,Thermoscience,Appels de service,90%  Verbal or written agreement,Closed Won,100,13/10/2015,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=R-1992&v=search"" target=""_blank"">SharePoint Reference</a>",
,#03402,Marie Morin Canada,Bon de travail 3402,,Closed Won,100,14/10/2015,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=#03402&v=search"" target=""_blank"">SharePoint Reference</a>",
,R-2017,Prodoc Ltée,Services,60% Short listed,Closed Won,100,28/10/2015,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=R-2017&v=search"" target=""_blank"">SharePoint Reference</a>",
,C-00132,Detour Gold,DC-08 Propane,,Closed Won,100,28/10/2015,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=C-00132&v=search"" target=""_blank"">SharePoint Reference</a>",
4466,4466,Marie Morin Canada,Service Call,,Closed Won,100,18/11/2015,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04466&v=search"" target=""_blank"">SharePoint Reference</a>",
4472,C-00033,Aluminerie Alouette,C-00033 DC-05,,Closed Won,100,25/11/2015,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04472&v=search"" target=""_blank"">SharePoint Reference</a>",
4471,C-00033,Aluminerie Alouette,C-00033 DC-04,,Closed Won,100,25/11/2015,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04471&v=search"" target=""_blank"">SharePoint Reference</a>",
4468,4468,MDA Corporation,Services,90%  Verbal or written agreement,Closed Won,100,3/12/2015,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04468&v=search"" target=""_blank"">SharePoint Reference</a>",
4447,C-04447,Pratt & Whitney Canada Lethbridge,Engine Inspection Oniste New Carrier Adjustments,50% Leading,Closed Won,100,11/12/2015,,,,,,,,,,,,Machine Vision & Custom AVI,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04447&v=search"" target=""_blank"">SharePoint Reference</a>",
4465,4465,Aluminerie Alouette,Support,,Closed Won,100,11/12/2015,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04465&v=search"" target=""_blank"">SharePoint Reference</a>",
4497,C-00134,Equipement Boni,Ticket 1868,,Closed Won,100,16/12/2015,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04497&v=search"" target=""_blank"">SharePoint Reference</a>",
4482,4482,Equipement Boni,Ticket 1848,,Closed Won,100,18/12/2015,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04482&v=search"" target=""_blank"">SharePoint Reference</a>",
4506,F-00391,International Rectifiers - Infineon,F-00391 DC-05-01,,Closed Won,100,7/1/2016,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04506&v=search"" target=""_blank"">SharePoint Reference</a>",
4450,4450,UTAS,Service,90%  Verbal or written agreement,Closed Won,100,8/1/2016,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04450&v=search"" target=""_blank"">SharePoint Reference</a>",
,4428-1,Pratt & Whitney AutoAir - Lansing,Support Services - Erosion coating system process commissioning and development,100% Closed Won,Closed Won,100,11/1/2016,75% Negotiate/Review ou Projet soumis au calcul de R.O.I.,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=4428-1&v=search"" target=""_blank"">SharePoint Reference</a>",
4441,,Aeroflex,Support pour Aéroflex,100% Closed Won,Closed Won,100,11/1/2016,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04441&v=search"" target=""_blank"">SharePoint Reference</a>",
4522,C-00132,Detour Gold,C-00132 DC-10,90%  Verbal or written agreement,Closed Won,100,12/1/2016,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04522&v=search"" target=""_blank"">SharePoint Reference</a>",
4518,C-04518,GEA Rutland,Service Onsite Visit,,Closed Won,100,14/01/2016,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04518&v=search"" target=""_blank"">SharePoint Reference</a>",
4536,F-00391,Reliable Automatic Sprinkler Co.,F-00391 DC-06-02,,Closed Won,100,22/01/2016,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04536&v=search"" target=""_blank"">SharePoint Reference</a>",
4532,F-00391,International Rectifiers - Infineon,F-00391 DC-05-04,,Closed Won,100,22/01/2016,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04532&v=search"" target=""_blank"">SharePoint Reference</a>",
4521,F-00391,Reliable Automatic Sprinkler Co.,F-00391 DC-06-01,,Closed Won,100,22/01/2016,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04521&v=search"" target=""_blank"">SharePoint Reference</a>",
4534,F-00391,International Rectifiers - Infineon,F-00391 DC-05-06,,Closed Won,100,25/01/2016,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04534&v=search"" target=""_blank"">SharePoint Reference</a>",
4547,F-00391,International Rectifiers - Infineon,F-00391 DC-05-08,,Closed Won,100,25/01/2016,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04547&v=search"" target=""_blank"">SharePoint Reference</a>",
4535,F-00391,International Rectifiers - Infineon,F-00391 DC-05-03,,Closed Won,100,25/01/2016,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04535&v=search"" target=""_blank"">SharePoint Reference</a>",
4538,C-00132,Detour Gold,C-00132 DC-11,90%  Verbal or written agreement,Closed Won,100,26/01/2016,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04538&v=search"" target=""_blank"">SharePoint Reference</a>",
4549,R-2017,Prodoc Ltée,DC-01 documentation,90%  Verbal or written agreement,Closed Won,100,26/01/2016,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04549&v=search"" target=""_blank"">SharePoint Reference</a>",
4519,4519,FRAM Group,Service Onsite Visit,,Closed Won,100,26/01/2016,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04519&v=search"" target=""_blank"">SharePoint Reference</a>",
4531,F-00391,International Rectifiers - Infineon,F-00391 DC-05-02,,Closed Won,100,26/01/2016,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04531&v=search"" target=""_blank"">SharePoint Reference</a>",
4554,C-00127,GEE Greenville (MRO),C-00127 DC-08 Collets,,Closed Won,100,27/01/2016,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04554&v=search"" target=""_blank"">SharePoint Reference</a>",
4541,F-00391,Vishay Micro-electronics (Xi;an),F-00391 DC-08-01,,Closed Won,100,27/01/2016,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04541&v=search"" target=""_blank"">SharePoint Reference</a>",
4542,F-00391,Trimpot Electronicas,F-00391 DC-09-01,,Closed Won,100,27/01/2016,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04542&v=search"" target=""_blank"">SharePoint Reference</a>",
4570,F-00391,International Rectifiers - Infineon,F-00391 DC-05-10,,Closed Won,100,8/2/2016,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04570&v=search"" target=""_blank"">SharePoint Reference</a>",
4564,C-00131,Wolseley Industrial Group,C-00131 DC-01,,Closed Won,100,8/2/2016,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04564&v=search"" target=""_blank"">SharePoint Reference</a>",
4548,F-00391,International Rectifiers - Infineon,F-00391 DC-05-09,,Closed Won,100,12/2/2016,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04548&v=search"" target=""_blank"">SharePoint Reference</a>",
4505,F-00391,Vishay Phils,F-00391 DC-04,,Closed Won,100,17/02/2016,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04505&v=search"" target=""_blank"">SharePoint Reference</a>",
4572,4572,Monnaie Royale Canadienne,Service programmation,60% Short listed,Closed Won,100,23/02/2016,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04572&v=search"" target=""_blank"">SharePoint Reference</a>",
4582,,Aeroflex,F00391 DC-07-01,,Closed Won,100,1/3/2016,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04582&v=search"" target=""_blank"">SharePoint Reference</a>",
4577,C-00132,Detour Gold,C-00132 DC-12 detector level,,Closed Won,100,10/3/2016,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04577&v=search"" target=""_blank"">SharePoint Reference</a>",
4469,4469,Pratt & Whitney Canada Mirabel,Services onsite,,Closed Won,100,10/3/2016,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04469&v=search"" target=""_blank"">SharePoint Reference</a>",
4603,F-00391,International Rectifiers - Infineon,F-00391 DC-05-13,,Closed Won,100,11/3/2016,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04603&v=search"" target=""_blank"">SharePoint Reference</a>",
4593,C-00131,Wolseley Industrial Group,C-00131 DC-03 L426 fingers,,Closed Won,100,11/3/2016,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04593&v=search"" target=""_blank"">SharePoint Reference</a>",
4605,4605,GEA Rutland,Spare parts,75% Choosen,Closed Won,100,22/03/2016,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04605&v=search"" target=""_blank"">SharePoint Reference</a>",
4618,4618,International Rectifiers - Infineon,F-00391 DC-05-14,,Closed Won,100,30/03/2016,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04618&v=search"" target=""_blank"">SharePoint Reference</a>",
4637,F-00391,Reliable Automatic Sprinkler Co.,F-00391 DC-06-06,,Closed Won,100,31/03/2016,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04637&v=search"" target=""_blank"">SharePoint Reference</a>",
4619,,Valiant,Centris CTTQ 2693,100% Closed Won,Closed Won,100,31/03/2016,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04619&v=search"" target=""_blank"">SharePoint Reference</a>",
4444,,Canimex,Impartition for technology transfer,100% Closed Won,Closed Won,100,5/4/2016,90% Verbal Agreement ou R.O.I. validé par DODE,15/06/2016,,,,,,,,,,Die Cast - LEGACY,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04444&v=search"" target=""_blank"">SharePoint Reference</a>",
4623,4623,Revision Military - Essex Junction,support 2016,,Closed Won,100,6/4/2016,,,,,,,,,,,,Machine Vision & Custom AVI,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04623&v=search"" target=""_blank"">SharePoint Reference</a>",
4525,4525,GEA Rutland,Support remote & onsite services,90%  Verbal or written agreement,Closed Won,100,6/4/2016,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04525&v=search"" target=""_blank"">SharePoint Reference</a>",
4641,F-00391,Reliable Automatic Sprinkler Co.,F-00391 DC-06-07,,Closed Won,100,11/4/2016,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04641&v=search"" target=""_blank"">SharePoint Reference</a>",
,C-00152,Pratt & Whitney (PCI) - Columbus,PCI - Diamond roller,90%  Verbal or written agreement,Closed Won,100,12/4/2016,90% Verbal Agreement ou R.O.I. validé par DODE,,,,,,,,,,,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=C-00152&v=search"" target=""_blank"">SharePoint Reference</a>",
4651,,Reliable Automatic Sprinkler Co.,F-00391 DC-06-08,,Closed Won,100,13/04/2016,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04651&v=search"" target=""_blank"">SharePoint Reference</a>",
4645,F-00391,International Rectifiers - Infineon,F-00391 DC-05-15,90%  Verbal or written agreement,Closed Won,100,19/04/2016,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04645&v=search"" target=""_blank"">SharePoint Reference</a>",
4650,,International Rectifiers - Infineon,F-00391 DC-05-16,,Closed Won,100,19/04/2016,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04650&v=search"" target=""_blank"">SharePoint Reference</a>",
4652,,Vishay Phils,F-00391 DC-04-02,,Closed Won,100,19/04/2016,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04652&v=search"" target=""_blank"">SharePoint Reference</a>",
4640,4640,Prodoc Ltée,services,90%  Verbal or written agreement,Closed Won,100,20/04/2016,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04640&v=search"" target=""_blank"">SharePoint Reference</a>",
,R-1929,GE Lighting,Support Contract,10% Project identified,Closed Won,100,21/04/2016,,,,,,,,,,,,Machine Vision & Custom AVI,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=R-1929&v=search"" target=""_blank"">SharePoint Reference</a>",
4609,,Aluminerie Alouette,support,90%  Verbal or written agreement,Closed Won,100,27/04/2016,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04609&v=search"" target=""_blank"">SharePoint Reference</a>",
4664,C-00131,Wolseley Industrial Group,dc05 - Spare parts,,Closed Won,100,2/5/2016,,,,,,,,,,,,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04664&v=search"" target=""_blank"">SharePoint Reference</a>",
4600,,Pratt & Whitney Canada,CVIS Support annuel 2016,90%  Verbal or written agreement,Closed Won,100,2/5/2016,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04600&v=search"" target=""_blank"">SharePoint Reference</a>",
4660,4660,GEA Hooksett,support 2016,90%  Verbal or written agreement,Closed Won,100,4/5/2016,,,,,,,,,,,,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04660&v=search"" target=""_blank"">SharePoint Reference</a>",
4662,C-00127,GEE - Singapore,DC-09 Terry tools,,Closed Won,100,5/5/2016,,,,,,,,,,,,Polishing Non-Attribué,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04662&v=search"" target=""_blank"">SharePoint Reference</a>",
4672,,Reliable Automatic Sprinkler Co.,F-00391 DC-06-09,,Closed Won,100,11/5/2016,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04672&v=search"" target=""_blank"">SharePoint Reference</a>",
4668,,Detour Gold,DC-13 Spare parts,75% Choosen,Closed Won,100,13/05/2016,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04668&v=search"" target=""_blank"">SharePoint Reference</a>",
4667,,Reliable Automatic Sprinkler Co.,services,,Closed Won,100,16/05/2016,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04667&v=search"" target=""_blank"">SharePoint Reference</a>",
4680,4680,Cryos,appel,90%  Verbal or written agreement,Closed Won,100,19/05/2016,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04680&v=search"" target=""_blank"">SharePoint Reference</a>",
4685,F-00391,Reliable Automatic Sprinkler Co.,F-00391 DC06-12,90%  Verbal or written agreement,Closed Won,100,30/05/2016,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04685&v=search"" target=""_blank"">SharePoint Reference</a>",
4621,4621,TruckPro,support 2016,,Closed Won,100,1/6/2016,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04621&v=search"" target=""_blank"">SharePoint Reference</a>",
4573,4573,Pratt & Whitney Canada Longueuil,Service CVIS Improvments,90%  Verbal or written agreement,Closed Won,100,1/6/2016,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04573&v=search"" target=""_blank"">SharePoint Reference</a>",
4695,F-00391,International Rectifiers - Infineon,F-00391 DC-05-18,90%  Verbal or written agreement,Closed Won,100,6/6/2016,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04695&v=search"" target=""_blank"">SharePoint Reference</a>",
4595,4595,Pratt & Whitney (PCI) - Columbus,support & onsite services,90%  Verbal or written agreement,Closed Won,100,8/6/2016,90% Verbal Agreement ou R.O.I. validé par DODE,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04595&v=search"" target=""_blank"">SharePoint Reference</a>",
4647,4647,MDA Corporation,spare parts,,Closed Won,100,9/6/2016,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04647&v=search"" target=""_blank"">SharePoint Reference</a>",
4611,,UTAS Aerostructures - Chula Vista,remote support,100% Closed Won,Closed Won,100,14/06/2016,,,,,,,,,,,,Polishing Non-Attribué,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04611&v=search"" target=""_blank"">SharePoint Reference</a>",
4696,,BAIN MAGIQUE,services,,Closed Won,100,22/06/2016,,,,,,,,,,,,Non-metalic Robotic Operation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04696&v=search"" target=""_blank"">SharePoint Reference</a>",
4712,,Reliable Automatic Sprinkler Co.,Spare parts,,Closed Won,100,27/06/2016,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04712&v=search"" target=""_blank"">SharePoint Reference</a>",
4708,,Fuji Electric Philippines,spare parts,10% Project identified,Closed Won,100,7/7/2016,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04708&v=search"" target=""_blank"">SharePoint Reference</a>",
4729,F-00391,International Rectifiers - Infineon,Spare parts,,Closed Won,100,11/7/2016,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04729&v=search"" target=""_blank"">SharePoint Reference</a>",
4691,,GEA Hooksett,J85 STG 5-6,90%  Verbal or written agreement,Closed Won,100,13/07/2016,,,,,,,,,,,,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04691&v=search"" target=""_blank"">SharePoint Reference</a>",
4692,,GEA Hooksett,J85 STG 4-7-8,90%  Verbal or written agreement,Closed Won,100,13/07/2016,,,,,,,,,,,,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04692&v=search"" target=""_blank"">SharePoint Reference</a>",
4726,,GEA Hooksett,J85 STG 4,90%  Verbal or written agreement,Closed Won,100,13/07/2016,,,,,,,,,,,,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04726&v=search"" target=""_blank"">SharePoint Reference</a>",
